student_id,age,gender,class_grade,school_type,attendance_percentage,math_score,science_score,english_score,social_science_score,previous_grade_percentage,study_hours_per_day,homework_completion,learning_difficulty,internet_access,digital_device,parent_education,parent_occupation,annual_family_income,family_size,distance_to_school_km,transportation,scholarship_received,mentoring_support,extracurricular_participation,health_issue,dropout_history_in_family,motivation_level,teacher_assessment,Target
6197,17,Other,10,NGO,99.9,36,44,70,39,52,5.8,96.8,Yes,Yes,Laptop,None,Service,117058,3,5.6,Bus,No,No,No,Yes,Yes,Medium,Medium,On Track
6198,18,Other,7,NGO,83.6,38,75,34,64,52.4,5.5,51.4,Yes,Yes,None,Graduate,Service,238751,2,14.4,Bus,No,Yes,No,No,No,High,High,On Track
6199,14,Male,11,Government,79.1,59,69,61,41,58.6,4.6,50.9,No,No,Laptop,Graduate,Self-employed,308706,7,8,Bicycle,No,No,No,No,No,Low,High,On Track
6200,11,Female,12,NGO,45.3,34,97,75,35,63,2,48.9,Yes,Yes,None,None,Self-employed,67013,6,11.4,Bus,Yes,No,No,No,No,Low,High,At Risk
6201,11,Female,5,NGO,91.5,37,61,92,32,54.6,4.7,38.9,No,No,None,Secondary,Self-employed,52012,4,11.4,Walk,Yes,No,No,No,Yes,High,Low,On Track
6202,15,Male,12,NGO,78.5,48,48,94,40,56.4,0.5,87.9,Yes,Yes,Shared Phone,None,Labourer,42682,5,12.5,Walk,No,No,Yes,No,No,High,Low,At Risk
6203,17,Female,12,Government,77.6,55,50,44,85,58.6,2.8,81.9,Yes,No,Smartphone,Secondary,Labourer,258763,5,8.9,Walk,No,No,Yes,Yes,Yes,Low,High,On Track
6204,18,Other,11,Government,65.6,37,77,83,80,69.5,5.5,94.1,Yes,No,Shared Phone,None,Service,185655,8,9.1,Bus,No,Yes,No,Yes,No,Medium,Medium,On Track
6205,17,Female,7,NGO,66.9,41,34,90,98,66,5.3,33.4,No,No,None,None,Self-employed,140763,5,5.1,Bus,No,Yes,No,Yes,Yes,High,High,On Track
6206,13,Other,9,Government,50,80,32,51,75,63,5.6,95.9,No,Yes,None,Secondary,Labourer,347003,5,7.7,Bicycle,No,Yes,Yes,No,No,High,Low,At Risk
6207,17,Male,6,Government,76,57,99,52,96,78,3.3,77,Yes,No,Smartphone,None,Self-employed,234604,8,2.4,Walk,No,No,Yes,No,No,Medium,Low,On Track
6208,17,Female,7,Government,96.2,84,30,72,94,73.5,4.9,48.7,No,Yes,Shared Phone,Primary,Self-employed,103968,6,12.3,Walk,Yes,Yes,Yes,Yes,Yes,Low,Low,At Risk
6209,14,Male,9,Private,48.8,53,65,85,65,63.7,4.5,78.6,No,Yes,Laptop,Graduate,Self-employed,164440,3,6.1,Walk,Yes,Yes,No,No,No,Medium,High,On Track
6210,13,Female,12,Private,68.6,50,35,42,72,51.1,4.9,72.4,No,No,None,Secondary,Labourer,341592,3,0.7,Bus,No,Yes,No,No,No,Low,Low,At Risk
6211,17,Female,5,Government,83.8,93,100,78,51,76.7,2.7,41.6,Yes,Yes,None,Secondary,Labourer,80060,8,4.7,Bus,Yes,No,Yes,Yes,Yes,High,High,On Track
6212,15,Female,5,Government,48.1,97,59,43,91,68.6,0.9,36.4,Yes,No,Smartphone,Secondary,Service,251838,3,3.3,Walk,No,Yes,No,Yes,No,High,Medium,On Track
6213,16,Other,6,NGO,46.8,59,58,44,89,65.4,1.6,49.1,Yes,Yes,Laptop,None,Labourer,44138,5,12.1,Walk,Yes,Yes,Yes,Yes,No,Medium,High,On Track
6214,12,Female,6,NGO,58.7,84,87,31,94,73.1,3.1,56.8,Yes,Yes,None,None,Farmer,253098,6,9.6,Bicycle,Yes,No,Yes,No,Yes,High,Medium,On Track
6215,17,Male,9,NGO,51.2,83,54,74,98,77.9,5.8,47,No,No,Shared Phone,Secondary,Labourer,179072,8,1.1,Walk,No,Yes,Yes,Yes,No,High,Low,At Risk
6216,15,Female,10,Government,57.8,81,63,55,62,68.7,5.8,33,No,No,Shared Phone,Primary,Farmer,319932,8,14.9,Bicycle,No,No,No,No,No,Low,High,At Risk
6217,16,Female,11,Private,76,38,75,88,36,63.8,1.4,97.3,No,Yes,Laptop,Graduate,Self-employed,232464,6,9.8,Bicycle,No,Yes,Yes,No,Yes,Medium,High,On Track
6218,11,Other,9,Private,72.8,43,77,35,65,54.4,4.7,33.1,No,No,Shared Phone,None,Service,268974,5,7.4,Bus,No,Yes,No,No,Yes,High,Low,On Track
6219,18,Other,12,Private,66,92,85,52,74,79.5,4,75.8,No,No,None,Primary,Labourer,337142,8,8.8,Walk,Yes,Yes,No,No,No,High,High,On Track
6220,12,Other,5,Government,74.2,85,78,44,69,65.2,5.4,95.9,No,No,Smartphone,Secondary,Farmer,314767,3,7.5,Bicycle,Yes,Yes,Yes,No,No,Medium,High,On Track
6221,17,Female,12,Government,94.9,46,53,88,59,58.4,3.9,39.7,No,No,None,Secondary,Farmer,53581,3,5.2,Walk,Yes,Yes,Yes,No,Yes,High,High,On Track
6222,10,Female,8,Private,53.7,48,42,91,55,62,5.9,74,No,Yes,Laptop,Graduate,Service,57465,5,6.6,Bus,No,Yes,No,No,No,High,Low,At Risk
6223,12,Other,8,Private,77.9,41,50,45,94,59.5,2.4,38.5,No,No,Smartphone,None,Labourer,151470,3,14.4,Bus,No,No,No,Yes,Yes,Low,Medium,On Track
6224,15,Male,12,NGO,70.8,44,56,60,77,57,3.3,88.4,No,No,Shared Phone,Secondary,Labourer,97977,7,10.6,Walk,Yes,Yes,Yes,Yes,No,High,High,On Track
6225,14,Other,11,Government,86.2,60,59,71,78,62,5.1,79.4,Yes,No,Shared Phone,Primary,Labourer,316792,7,9.4,Bicycle,Yes,No,Yes,Yes,Yes,Low,High,On Track
6226,11,Other,8,Government,90.8,73,94,53,76,72,3.4,90.2,No,Yes,Laptop,Primary,Self-employed,199533,6,5.5,Bus,Yes,Yes,Yes,No,No,Low,High,On Track
6227,14,Male,7,NGO,79.4,33,46,63,33,46.3,2.1,94.4,Yes,Yes,Smartphone,Graduate,Self-employed,70903,5,10.1,Bus,Yes,Yes,Yes,Yes,Yes,High,Medium,On Track
6228,17,Male,12,Private,98.8,88,71,89,79,77.9,1.1,51.4,No,Yes,Smartphone,Primary,Farmer,136104,5,10.9,Walk,Yes,No,Yes,No,Yes,Low,Low,At Risk
6229,12,Female,6,Government,85.1,41,61,39,93,60.9,5,60.7,Yes,Yes,Smartphone,Primary,Farmer,257363,6,10.8,Bicycle,No,Yes,Yes,No,Yes,High,Low,On Track
6230,13,Other,6,Government,75.4,87,83,90,54,77,2.4,64.8,No,Yes,Shared Phone,Primary,Farmer,58736,3,3.3,Walk,No,No,No,No,Yes,High,High,On Track
6231,18,Male,8,Government,99.4,52,92,30,66,55.4,1.8,91.1,Yes,No,None,Graduate,Self-employed,328327,5,8.8,Walk,Yes,Yes,No,Yes,Yes,High,High,On Track
6232,16,Female,11,Government,97.2,60,58,93,69,72.7,0.5,74,No,No,Shared Phone,Primary,Service,206718,8,8.3,Bicycle,Yes,Yes,Yes,No,Yes,High,Low,On Track
6233,16,Other,10,Private,55.1,49,76,72,96,70.6,1.8,41.3,Yes,No,Smartphone,Graduate,Self-employed,99961,3,6.5,Walk,Yes,Yes,Yes,No,Yes,High,Medium,On Track
6234,17,Female,7,Government,96.7,100,53,55,53,62.8,3,85.1,No,No,Shared Phone,Primary,Service,222908,2,1,Bicycle,Yes,No,No,No,Yes,High,Low,On Track
6235,17,Other,7,Government,59.1,73,50,50,34,53.9,3,67.3,No,No,None,None,Self-employed,327101,2,1.8,Bus,Yes,Yes,Yes,Yes,No,High,Low,At Risk
6236,16,Female,6,NGO,98.4,74,30,34,44,43,4.1,97.5,No,No,Smartphone,Secondary,Labourer,327733,6,5.7,Bicycle,Yes,No,Yes,No,Yes,High,Medium,On Track
6237,11,Other,7,Private,94.3,45,61,64,40,56.7,2.7,33.2,Yes,No,None,None,Service,239931,7,5.1,Bicycle,Yes,Yes,Yes,No,Yes,Low,High,On Track
6238,14,Other,11,Government,61,63,81,73,37,65.5,0.7,43.1,No,No,Smartphone,Graduate,Service,147926,2,7.8,Walk,Yes,Yes,No,Yes,No,High,Low,At Risk
6239,13,Female,6,NGO,54.4,45,87,83,97,80.7,5.8,97.5,Yes,Yes,Smartphone,None,Farmer,97742,8,14.4,Bicycle,Yes,Yes,No,No,No,Medium,High,On Track
6240,10,Female,9,Government,90.6,45,56,99,57,65.8,5.7,95.3,Yes,No,None,Secondary,Farmer,275582,4,3.4,Bicycle,No,No,Yes,No,Yes,Low,Low,At Risk
6241,16,Other,12,NGO,74.5,60,35,70,95,64.8,0.6,35,Yes,Yes,Shared Phone,Primary,Service,168178,4,0.5,Bicycle,No,Yes,No,Yes,Yes,Low,High,On Track
6242,15,Female,12,Private,58.9,30,35,53,69,46.7,4.6,36.3,No,No,None,Secondary,Service,213509,5,1.4,Bicycle,No,No,Yes,No,Yes,Low,High,At Risk
6243,18,Female,5,NGO,47.9,48,79,49,61,58.2,1.9,92.6,Yes,Yes,Smartphone,None,Self-employed,118900,3,8.3,Bus,Yes,No,Yes,Yes,Yes,Medium,High,On Track
6244,15,Male,5,NGO,75.7,89,60,77,58,74.3,3.5,72.9,No,No,Smartphone,Primary,Self-employed,250660,2,2,Bicycle,Yes,Yes,No,Yes,Yes,Low,Low,At Risk
6245,14,Male,12,Government,90,73,44,98,54,67.2,6,71.5,No,Yes,Shared Phone,None,Labourer,168083,4,11.9,Bicycle,Yes,Yes,Yes,No,Yes,Medium,High,On Track
6246,16,Female,5,Private,45,73,41,50,87,58.5,2.5,61.9,No,Yes,None,Primary,Labourer,348579,8,9.1,Walk,Yes,No,Yes,No,No,Low,Medium,At Risk
6247,15,Other,10,NGO,61,87,78,84,92,84.2,3.8,78.8,No,Yes,Laptop,Primary,Farmer,305816,2,6.6,Walk,Yes,No,Yes,No,No,Medium,Medium,On Track
6248,14,Female,11,NGO,80.2,38,65,75,81,61.6,5.2,65.7,No,Yes,Shared Phone,None,Self-employed,148212,4,5.8,Bicycle,Yes,Yes,Yes,Yes,Yes,Medium,Medium,On Track
6249,16,Other,10,Private,80.1,31,34,60,60,44.5,4.2,57.2,No,Yes,None,Secondary,Self-employed,254421,4,2.3,Walk,Yes,Yes,No,Yes,Yes,Low,Low,At Risk
6250,11,Female,9,Private,63.4,58,80,44,34,54.6,1.4,97.1,No,Yes,Smartphone,None,Self-employed,159184,5,8,Bicycle,No,Yes,Yes,No,No,Low,Low,Dropout
6251,14,Male,11,NGO,71.5,40,53,39,58,50.4,5.1,96.9,Yes,Yes,Shared Phone,Secondary,Labourer,148475,7,9.2,Bicycle,Yes,Yes,No,No,Yes,Medium,High,On Track
6252,18,Female,8,Government,76.1,98,37,91,69,71.7,3.3,69.2,Yes,No,Laptop,None,Self-employed,329439,6,1.8,Bus,No,Yes,Yes,No,Yes,High,Low,On Track
6253,10,Male,12,Government,78.3,68,48,66,62,56.9,0.5,52,Yes,Yes,Shared Phone,None,Self-employed,126273,8,6.2,Bus,Yes,Yes,No,Yes,Yes,Low,High,On Track
6254,12,Female,10,Private,86.7,98,93,96,60,84.1,5,46.7,Yes,No,None,Graduate,Self-employed,69580,6,9.7,Walk,No,No,No,No,Yes,High,Medium,On Track
6255,18,Other,5,Private,65.7,53,61,100,63,65.8,5.5,54.9,Yes,No,Shared Phone,None,Labourer,330204,4,3.5,Walk,Yes,Yes,Yes,Yes,Yes,High,Medium,On Track
6256,15,Other,11,NGO,83.7,85,41,79,83,70.3,2,97.6,Yes,Yes,None,Graduate,Service,128732,2,11.3,Bus,Yes,No,Yes,Yes,No,Low,High,On Track
6257,14,Other,9,Government,68.3,32,59,77,76,64,1.9,93.4,No,Yes,Shared Phone,Secondary,Self-employed,122878,6,0.3,Walk,No,No,Yes,Yes,No,Low,Medium,At Risk
6258,15,Female,8,Government,87.3,98,97,52,85,85.4,1.3,96.7,Yes,Yes,Laptop,Secondary,Labourer,159042,2,13.9,Walk,Yes,No,No,Yes,No,Low,Low,At Risk
6259,17,Female,9,Private,71.5,33,34,48,44,40.4,4.7,93,Yes,No,Shared Phone,Secondary,Labourer,274123,5,2.6,Bus,Yes,Yes,Yes,No,Yes,Low,Medium,At Risk
6260,10,Other,7,Government,91.2,57,61,38,54,54.3,1.1,36.9,Yes,No,Laptop,Primary,Self-employed,69446,8,0.5,Bus,Yes,No,No,Yes,No,High,Medium,On Track
6261,15,Male,11,NGO,81.9,94,98,48,70,80.7,5,75.3,Yes,Yes,Laptop,Secondary,Labourer,241846,2,10.2,Walk,No,Yes,No,Yes,Yes,Medium,Low,On Track
6262,12,Male,11,NGO,62.2,93,45,77,46,66.4,0.5,62.3,Yes,No,Laptop,Primary,Service,133078,7,6.8,Bus,Yes,Yes,No,Yes,Yes,Low,Low,Dropout
6263,13,Male,7,NGO,50.6,37,94,41,53,52.2,4.9,78.3,Yes,No,Shared Phone,Secondary,Farmer,224462,3,4.1,Walk,Yes,No,Yes,No,No,High,Medium,On Track
6264,18,Other,7,Private,68.2,74,80,92,60,78.9,4.6,33.4,No,Yes,Shared Phone,Primary,Farmer,276938,6,5.5,Walk,Yes,No,No,No,Yes,Low,High,At Risk
6265,11,Male,8,NGO,70.2,48,68,91,100,79.7,0.9,85.5,Yes,Yes,Smartphone,Graduate,Labourer,310934,4,10.6,Bicycle,Yes,No,No,Yes,No,Low,High,On Track
6266,16,Other,5,Government,73.2,47,86,55,62,59.3,3.8,99.6,No,No,None,Secondary,Labourer,342356,3,8.2,Bus,Yes,No,Yes,No,Yes,Low,Medium,On Track
6267,12,Other,7,Government,54.6,50,41,72,64,52.1,3,90,Yes,Yes,Smartphone,None,Labourer,104441,6,6.3,Walk,Yes,Yes,Yes,No,Yes,High,Medium,On Track
6268,17,Female,5,Private,65.7,84,39,64,56,60.1,0.6,51.1,Yes,No,None,Secondary,Service,79905,8,1.6,Bus,No,No,No,No,Yes,High,Medium,At Risk
6269,16,Female,11,Private,56.6,30,73,64,53,58.3,1.2,53.7,No,Yes,Smartphone,Primary,Self-employed,247648,6,1.3,Walk,No,No,Yes,Yes,Yes,High,High,On Track
6270,14,Male,12,Private,95.2,94,60,68,65,70.2,4.4,69.4,Yes,No,Shared Phone,Secondary,Labourer,83400,3,7.8,Bus,Yes,No,No,No,Yes,High,Medium,On Track
6271,18,Other,12,NGO,67.7,79,42,70,37,52.8,5.7,36.8,No,Yes,Smartphone,Primary,Service,158480,2,4.2,Bicycle,Yes,No,Yes,Yes,Yes,Medium,Low,At Risk
6272,15,Female,5,Private,93,66,54,99,49,69,3.2,30.3,No,Yes,Smartphone,None,Farmer,250816,8,0.9,Bicycle,Yes,Yes,No,Yes,No,Medium,Low,On Track
6273,10,Male,5,Private,63.3,68,68,70,45,64.5,2.7,44.8,No,Yes,Shared Phone,Graduate,Self-employed,305754,2,9.3,Bus,Yes,Yes,No,Yes,No,High,Medium,On Track
6274,18,Other,7,Private,46.1,92,37,84,47,62.7,3.8,93.7,Yes,No,Shared Phone,None,Farmer,342722,7,11.5,Bus,Yes,No,No,No,Yes,Low,Low,At Risk
6275,16,Female,9,Government,89,75,89,97,78,87.1,5.6,97.6,Yes,No,None,Graduate,Service,264036,7,1.6,Bus,Yes,Yes,Yes,No,Yes,Medium,Medium,On Track
6276,12,Female,6,NGO,56.4,98,52,49,72,65.9,0.6,97,Yes,No,Smartphone,None,Service,173452,2,1.5,Bus,No,No,No,No,No,High,High,On Track
6277,10,Female,5,Private,94.1,50,99,84,77,73.9,3.9,42,Yes,No,Shared Phone,Primary,Service,188169,7,12.1,Bicycle,Yes,No,No,Yes,Yes,Medium,High,On Track
6278,12,Male,5,Government,64.6,87,49,48,87,64,1.3,77.6,Yes,No,Laptop,Primary,Labourer,257601,6,10.9,Walk,Yes,No,Yes,Yes,No,Low,Low,Dropout
6279,10,Other,9,Private,45.5,49,94,77,74,70.9,2.7,52.9,Yes,No,Laptop,Primary,Service,223323,8,2.2,Bicycle,Yes,No,Yes,No,Yes,High,High,On Track
6280,11,Male,11,Private,46.6,92,47,70,70,67.5,3.5,61.4,Yes,No,Smartphone,None,Labourer,92283,3,1.4,Bicycle,Yes,Yes,Yes,Yes,Yes,High,Low,At Risk
6281,14,Male,10,Private,89.6,59,97,50,79,75.5,3.4,60.3,No,Yes,None,Secondary,Farmer,148196,3,4.8,Bicycle,No,Yes,No,Yes,Yes,High,Low,On Track
6282,16,Male,8,NGO,49,56,97,56,93,80.4,4.2,86.9,No,No,Shared Phone,Secondary,Labourer,273931,7,0.6,Walk,No,Yes,No,No,No,Medium,Low,At Risk
6283,10,Other,6,Government,93,84,67,87,35,63.5,4.5,45.9,No,Yes,None,Primary,Labourer,146154,3,5.2,Walk,No,Yes,No,No,Yes,Low,High,On Track
6284,10,Female,11,Private,78.9,83,69,49,59,61.6,0.8,55.7,Yes,No,Laptop,Primary,Service,250205,7,14.4,Bus,No,Yes,Yes,No,No,Medium,Medium,On Track
6285,10,Female,10,NGO,74,44,66,52,48,53.3,5.2,73.5,Yes,No,Shared Phone,Graduate,Farmer,214674,6,8.7,Bus,Yes,Yes,No,Yes,Yes,Medium,Medium,On Track
6286,12,Female,6,NGO,50.4,51,76,49,43,50.2,2,37.9,Yes,No,Laptop,Graduate,Self-employed,230281,7,3.9,Bus,Yes,Yes,No,Yes,No,Medium,Low,At Risk
6287,18,Female,12,NGO,69.6,42,71,77,80,68.1,5.1,96.8,No,No,Smartphone,Graduate,Service,270399,6,1.3,Walk,Yes,No,No,No,No,High,Medium,On Track
6288,16,Female,11,Private,74.5,96,49,61,90,72.3,3.8,84.1,No,Yes,None,None,Farmer,312817,5,1.9,Walk,Yes,Yes,Yes,No,No,Medium,Low,On Track
6289,16,Male,9,Private,91.2,49,63,58,98,63,4.5,58.2,Yes,Yes,Laptop,None,Labourer,277522,6,3.7,Bus,No,No,Yes,No,Yes,High,High,On Track
6290,17,Female,10,NGO,47.7,60,50,99,66,72.8,2.9,51.3,Yes,Yes,Smartphone,Secondary,Farmer,221237,4,11.8,Bus,Yes,Yes,Yes,Yes,Yes,Low,Medium,At Risk
6291,16,Other,11,Private,99.3,31,99,71,39,56.1,5.9,43.2,Yes,No,None,Graduate,Farmer,219655,3,13.3,Walk,Yes,No,No,Yes,No,Low,High,On Track
6292,11,Other,9,Government,95.4,48,33,69,36,45.3,2.3,91,Yes,No,None,Graduate,Self-employed,64649,7,8.9,Bicycle,Yes,No,Yes,Yes,No,Low,High,At Risk
6293,10,Male,7,NGO,92.8,99,89,76,83,85.1,4,40.8,Yes,Yes,Laptop,Graduate,Labourer,107392,3,12.1,Walk,No,No,No,Yes,No,High,High,On Track
6294,11,Other,6,Government,91.8,34,49,70,37,50.4,0.7,81.2,Yes,Yes,None,Primary,Service,328413,5,12.2,Bus,No,No,No,No,Yes,Medium,Low,On Track
6295,11,Female,11,Private,46.4,89,92,91,58,82.4,4.4,71.3,Yes,Yes,Laptop,Primary,Labourer,269679,2,7.1,Walk,Yes,Yes,No,No,No,Medium,Medium,On Track
6296,15,Female,6,Private,69.9,56,92,54,90,70.6,2.4,95.8,No,Yes,Shared Phone,None,Farmer,100618,4,6.9,Bicycle,No,Yes,No,Yes,No,High,High,On Track
6297,17,Female,6,Private,79.8,31,82,81,89,72.7,1.9,99.1,Yes,No,Shared Phone,Graduate,Self-employed,213828,2,9.8,Bicycle,No,Yes,No,Yes,Yes,Medium,Medium,On Track
6298,13,Female,6,Private,75,40,72,53,67,60.2,1,92.9,Yes,No,Smartphone,Primary,Farmer,155095,2,2.1,Bicycle,No,No,No,Yes,No,Low,Low,At Risk
6299,16,Other,7,NGO,85.6,50,46,44,42,42.9,5.4,62.9,Yes,No,Shared Phone,Secondary,Labourer,97015,2,12.3,Walk,Yes,No,Yes,No,Yes,High,Medium,On Track
6300,10,Male,8,Private,90.9,100,79,58,93,83.8,2.3,86.6,Yes,No,None,Graduate,Farmer,80408,2,12.6,Bus,No,Yes,No,No,Yes,Medium,High,On Track
6301,13,Male,12,NGO,97.1,95,39,50,53,56.3,4.6,39.5,Yes,No,Shared Phone,Secondary,Service,244911,2,1.2,Bicycle,No,No,Yes,No,No,High,High,On Track
6302,16,Other,10,Private,88.2,81,43,46,68,61.7,1.8,44.2,Yes,Yes,Smartphone,Secondary,Farmer,179112,5,9.4,Walk,No,Yes,Yes,No,No,Medium,Medium,On Track
6303,16,Female,12,NGO,71.5,72,95,46,80,77.8,4.9,92.8,No,Yes,Laptop,Primary,Service,151798,2,3,Bus,No,Yes,Yes,Yes,Yes,Low,Medium,On Track
6304,12,Female,8,NGO,84.7,51,85,59,73,64.4,5.1,74.9,Yes,No,Smartphone,Graduate,Service,97706,2,3.1,Bicycle,No,No,No,No,Yes,High,High,On Track
6305,12,Male,9,Private,87.6,33,55,42,80,50.3,4.5,71.9,Yes,No,Shared Phone,None,Labourer,110201,5,3.2,Walk,Yes,No,No,No,No,High,High,On Track
6306,10,Male,11,Private,66.3,79,71,57,82,76.9,3.8,72.8,Yes,Yes,None,Primary,Labourer,235766,7,2.4,Walk,No,Yes,No,Yes,No,High,Medium,On Track
6307,14,Other,11,Government,65.6,97,99,60,85,83.4,4,79.6,No,Yes,Shared Phone,None,Farmer,250383,6,6.6,Walk,Yes,Yes,Yes,Yes,Yes,High,High,On Track
6308,10,Male,10,Government,82.6,38,61,91,81,69.9,3.6,52.4,No,Yes,Laptop,None,Self-employed,159807,4,0.9,Walk,No,Yes,Yes,No,No,Medium,Medium,On Track
6309,13,Female,6,Government,51.1,94,42,75,96,79.4,2.5,95.9,Yes,No,Smartphone,Secondary,Self-employed,64724,6,11.8,Bus,Yes,No,No,Yes,Yes,High,High,On Track
6310,15,Other,8,Private,72.4,81,48,68,31,53.1,0.8,31.8,No,No,None,Secondary,Farmer,338955,5,4.2,Bus,No,Yes,Yes,No,No,Low,Low,At Risk
6311,12,Female,9,Private,87.9,35,34,44,54,39.8,6,80.3,Yes,No,None,Secondary,Self-employed,41860,5,4.1,Bicycle,No,No,Yes,Yes,No,Low,Low,Dropout
6312,14,Female,10,Private,84,35,97,53,41,57.5,1.5,40.2,Yes,No,Smartphone,Primary,Farmer,290352,4,5.4,Walk,No,Yes,Yes,No,No,Low,Low,At Risk
6313,15,Female,11,NGO,56.8,87,80,62,31,61.6,0.6,96.6,No,Yes,None,Primary,Self-employed,125442,3,9.9,Walk,No,Yes,Yes,Yes,Yes,High,Medium,On Track
6314,17,Other,8,NGO,63.4,100,31,62,80,72.6,1.4,87.8,No,No,Smartphone,Graduate,Labourer,90443,7,7.4,Walk,Yes,No,Yes,Yes,No,Low,High,At Risk
6315,13,Female,5,Government,67.8,34,34,41,30,39.2,4.2,59.8,No,Yes,Smartphone,Primary,Farmer,295692,3,2.8,Walk,Yes,No,Yes,No,No,Medium,Medium,At Risk
6316,11,Other,5,Private,81.6,33,68,68,58,61.7,2.8,91.1,Yes,No,Shared Phone,Secondary,Farmer,322960,3,3.2,Walk,No,Yes,No,Yes,No,High,Medium,On Track
6317,10,Male,10,Private,45.5,57,43,47,50,46.5,0.6,59.4,No,Yes,Shared Phone,None,Self-employed,287517,6,0.5,Bicycle,Yes,No,Yes,Yes,Yes,Medium,Low,Dropout
6318,10,Other,12,Government,51.9,75,62,97,85,78.7,5.6,41.6,Yes,No,None,Secondary,Farmer,325441,4,7.8,Walk,Yes,Yes,Yes,Yes,Yes,High,Medium,On Track
6319,17,Male,9,NGO,79.6,56,87,96,69,77.8,3.6,40.9,No,No,None,Primary,Labourer,209604,8,12.8,Bus,No,Yes,No,No,Yes,Medium,Medium,On Track
6320,18,Male,12,Private,58.6,86,73,31,51,65.2,0.7,64.5,No,Yes,Laptop,Secondary,Farmer,122460,4,11.7,Walk,No,Yes,No,No,Yes,High,Medium,On Track
6321,14,Other,9,Government,96.5,71,78,47,70,71.4,0.5,30.9,No,Yes,Smartphone,None,Self-employed,319526,2,3.5,Walk,No,Yes,No,No,No,High,Medium,On Track
6322,12,Male,5,Government,93.7,33,100,53,94,67.6,4.5,79.4,Yes,Yes,Laptop,Primary,Self-employed,269923,2,10.8,Walk,No,Yes,No,No,No,High,High,On Track
6323,17,Other,12,Private,45.1,56,96,93,40,68.6,5.8,85,Yes,Yes,Shared Phone,Primary,Self-employed,280694,3,7.5,Bus,No,Yes,Yes,No,No,Low,Medium,At Risk
6324,10,Other,9,NGO,85.5,48,85,55,89,65,4,61.2,Yes,No,None,Primary,Farmer,175038,8,9.7,Bicycle,No,No,Yes,Yes,Yes,Medium,Medium,On Track
6325,18,Male,10,NGO,74.7,81,89,36,74,71.2,1.5,32.5,No,Yes,Laptop,None,Farmer,90889,6,3.5,Bus,Yes,Yes,No,No,No,Medium,Medium,On Track
6326,14,Other,10,Private,61.9,45,35,87,87,61.1,4.4,30.7,Yes,No,Shared Phone,None,Labourer,206669,3,6.7,Walk,No,No,No,Yes,No,Medium,High,On Track
6327,17,Female,11,NGO,96,68,64,67,76,66.2,2.3,44.9,No,Yes,Smartphone,Primary,Service,98722,5,10.9,Walk,No,No,Yes,Yes,Yes,Medium,Medium,On Track
6328,14,Other,9,Private,97.2,30,91,75,35,57.1,3.7,62.5,No,Yes,Smartphone,Secondary,Self-employed,267360,5,11.3,Bus,Yes,No,Yes,Yes,Yes,High,High,On Track
6329,18,Female,12,NGO,60.5,62,98,65,80,75.5,4.1,88.6,Yes,No,Shared Phone,None,Self-employed,334069,4,6.4,Bus,No,No,No,No,No,Low,Medium,At Risk
6330,18,Other,6,Private,90.7,42,71,43,84,60.7,4.1,81.6,Yes,Yes,None,None,Self-employed,231239,6,13.6,Walk,No,No,Yes,Yes,Yes,Low,Medium,On Track
6331,15,Female,5,NGO,90.2,57,53,60,36,49.6,5.5,49.1,Yes,No,Shared Phone,Secondary,Farmer,43739,8,12.3,Walk,Yes,Yes,Yes,No,Yes,Medium,Medium,On Track
6332,17,Male,9,NGO,51.2,83,56,81,95,76.4,4,60.3,No,Yes,Laptop,Primary,Service,334616,5,2.9,Bus,Yes,Yes,No,Yes,No,High,Low,At Risk
6333,11,Other,10,Government,46.8,69,68,96,72,72.3,2.8,35,Yes,No,None,Primary,Labourer,86877,5,7.7,Bus,No,Yes,Yes,No,No,Low,Low,At Risk
6334,13,Male,12,Private,95.4,66,100,39,89,69.2,3.7,98.1,No,Yes,Laptop,None,Service,197236,6,5.1,Bus,No,No,Yes,No,Yes,High,High,On Track
6335,12,Other,7,Private,77.1,84,33,53,45,56.4,2.9,48.3,No,No,Laptop,None,Self-employed,227265,7,7.3,Walk,No,No,No,Yes,No,High,Low,On Track
6336,12,Male,5,Private,62.5,66,44,76,70,62.5,0.9,67.1,Yes,No,None,None,Labourer,131398,7,6.7,Bicycle,No,No,Yes,Yes,Yes,Medium,Medium,On Track
6337,15,Male,6,NGO,56.8,30,100,50,74,58.9,4.2,35.9,Yes,Yes,Smartphone,Primary,Labourer,304773,8,8,Bicycle,Yes,Yes,Yes,Yes,Yes,Low,Low,At Risk
6338,15,Male,5,Private,55,72,79,31,73,60.2,5.6,51.1,Yes,Yes,Smartphone,Primary,Labourer,347557,4,6.1,Walk,Yes,Yes,Yes,No,Yes,Low,High,At Risk
6339,13,Male,5,Government,48.3,82,57,85,91,75.7,2.3,73,No,No,Laptop,Primary,Farmer,224086,3,0.3,Bicycle,No,Yes,No,Yes,Yes,Low,Low,At Risk
6340,16,Female,7,NGO,78.7,53,33,99,76,60.8,2.6,52.7,Yes,No,Smartphone,Graduate,Farmer,180312,7,13.1,Bicycle,No,Yes,No,No,No,High,High,On Track
6341,12,Other,9,Government,91.7,79,60,99,70,73.4,3.8,94.2,No,Yes,Laptop,Secondary,Farmer,97816,8,11.4,Walk,No,No,Yes,No,Yes,Low,Medium,On Track
